package,start_time,end_time,input_tokens,output_tokens,model,raw
qimagemagick,1780771895.090223,1780771900.270598,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
object-is,1780771900.270804,1780771901.950737,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-vue,1780771901.9509041,1780771903.1783848,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
json-schema-to-joi,1780771903.178559,1780771904.614419,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mongodb-paginate,1780771904.614645,1780771906.045622,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-selectrix,1780771906.045782,1780771907.581609,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
error-utils,1780771907.581774,1780771909.1174479,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-shared-array-buffer,1780771909.1176121,1780771910.339158,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
base-sdk,1780771910.3393831,1780771911.883143,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gummy-cli,1780771911.883314,1780771913.111712,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
es-iterator-helpers,1780771913.111884,1780771914.443391,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-neon,1780771914.44356,1780771915.689145,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-seo-breadcrumb,1780771915.6893198,1780771917.309473,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
dexonlineparser,1780771917.30965,1780771918.642544,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-typed-array,1780771918.642717,1780771920.176642,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771920.176812,1780771922.207222,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vostok-auth-refresh,1780771922.20739,1780771923.358521,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
furechan,1780771923.358687,1780771924.817749,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
usaa-wdio-utils,1780771924.8179321,1780771928.164406,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
jaul,1780771928.1645849,1780771929.392739,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
opoa,1780771929.39291,1780771931.1765802,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
js-svg-path,1780771931.176818,1780771932.23226,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
dotignore,1780771932.2324321,1780771933.401717,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
xoj,1780771933.401891,1780771934.618231,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ngf-bootstrap,1780771934.618498,1780771937.482414,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
icons,1780771937.48257,1780771938.81319,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
totology-components,1780771938.813369,1780771940.553778,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
editor,1780771940.554,1780771941.988065,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780771941.9882329,1780771943.421659,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
environment,1780771943.4218361,1780771944.621761,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
beam-client,1780771944.622002,1780771945.902347,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bun,1780771945.902538,1780771947.7575412,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
skeleton,1780771947.7577128,1780771948.953145,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
konami-codes,1780771948.9536152,1780771950.2827451,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hic-alias,1780771950.282955,1780771952.103317,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gome-js-beautify,1780771952.103487,1780771953.281777,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
preview,1780771953.282015,1780771954.99509,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
switcher,1780771954.995262,1780771956.220317,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
moose-lib,1780771956.220468,1780771957.4510138,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vue-virtual-collection,1780771957.45118,1780771958.67856,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mongodb,1780771958.6787221,1780771960.112816,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780771960.112973,1780771961.355797,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-bootstrap-buttons,1780771961.355969,1780771962.877743,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
inquirer-file-path,1780771962.877915,1780771968.304333,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
semi-json-viewer-core,1780771968.304522,1780771969.6360571,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
zaide,1780771969.636231,1780771970.8294988,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
nestjs-base,1780771970.8296692,1780771972.1274471,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-udemy,1780771972.1276438,1780771973.6302311,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ngx-dropfiles,1780771973.630452,1780771974.806126,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ngx-mat-timepicker,1780771974.8190138,1780771976.0326269,2365,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
docrepr,1780771976.033089,1780771977.393208,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pontx-ui,1780771977.393444,1780771978.746708,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
azmusicapi,1780771978.7468858,1780771980.041287,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
webspec,1780771980.041535,1780771981.2550201,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
flive-ui,1780771981.255316,1780771982.408134,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-segment-security,1780771982.408336,1780771983.491253,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-twofold,1780771983.491431,1780771984.867674,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
acidy-ui,1780771984.867851,1780771986.105688,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
opn,1780771986.105867,1780771987.456036,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pyyaml-env-tag,1780771987.456328,1780771988.805933,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-lisbon,1780771988.8061178,1780771993.8038988,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cosmi,1780771993.804161,1780771995.442869,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hidden-furniture-money-minute,1780771995.4430468,1780771996.7722461,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-scripts,1780771996.772424,1780771999.024671,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
eslint-config-xo-preact,1780771999.02491,1780772000.662358,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vm2-process,1780772000.662573,1780772001.9248471,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ast-monkey,1780772001.9250188,1780772003.529598,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sitecap,1780772003.5297558,1780772004.8445199,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
object.getownpropertydescriptors,1780772004.844695,1780772005.9871218,2364,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
warbeast2000,1780772005.987325,1780772010.493946,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-utils,1780772010.494122,1780772011.702484,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config,1780772011.7026591,1780772013.9055738,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
typography,1780772013.905758,1780772015.411446,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
yhl-utils,1780772015.411618,1780772016.7391071,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-bpmn-io,1780772016.739285,1780772018.0690272,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/jaerk/kernal,1780772018.069385,1780772019.3005838,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
serverless-obsession,1780772019.3007889,1780772020.589636,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
express-oauth2-jwt-bearer,1780772020.589804,1780772027.0623722,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
create-dacc,1780772027.062627,1780772028.4150012,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780772028.415176,1780772029.843246,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
later-composition-bone-cage,1780772029.843406,1780772031.34383,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
har-down,1780772031.34405,1780772032.5302138,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
node-yaml,1780772032.530497,1780772033.83708,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hooks,1780772033.8372538,1780772035.2761228,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
oxlint,1780772035.2764428,1780772036.607018,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
node-cidr,1780772036.6072152,1780772037.9373162,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
abase,1780772037.937498,1780772039.267021,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
attrdict3,1780772039.267186,1780772040.599844,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bitcore-payment-protocol-excc,1780772040.6000772,1780772041.9314802,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
object.hasown,1780772041.931656,1780772043.1368802,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
babel-helper-annotate-as-pure,1780772043.137059,1780772044.491064,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
slime-view-core,1780772044.4913092,1780772045.719682,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
echarts-signlog,1780772045.719859,1780772046.8580081,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
set-function-length,1780772046.858198,1780772048.052222,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pbt-properties,1780772048.052437,1780772050.2234502,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
types,1780772050.223618,1780772051.555939,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
minidenticons,1780772051.5560992,1780772052.780627,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
utils,1780772052.7807941,1780772054.012786,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config,1780772054.01295,1780772055.4464278,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/winggao/errors,1780772055.446605,1780772056.57357,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ui,1780772056.573754,1780772057.906574,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
database,1780772057.9067478,1780772059.179828,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tedious-friendly,1780772059.180007,1780772060.359382,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
notiad-sdk,1780772060.3595982,1780772061.4886148,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-i18n-lite,1780772061.488907,1780772062.840689,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-hewx,1780772062.840848,1780772064.352525,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
brotli,1780772064.35268,1780772065.686686,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ts-glitter,1780772065.68684,1780772067.0332549,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
timeslib,1780772067.033452,1780772068.247926,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-config-noclip,1780772068.2483652,1780772069.680754,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-deprecate,1780772069.680934,1780772071.007463,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
intl,1780772071.0076401,1780772073.0122812,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hostile,1780772073.012628,1780772074.697918,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
hooks,1780772074.698092,1780772076.191115,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
blau,1780772076.191288,1780772077.359875,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
stylelint-config-bod,1780772077.360048,1780772078.976021,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cli-freind,1780772078.976197,1780772080.739306,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
eslint-config-airbe,1780772080.739479,1780772082.1024902,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
eslint-config-vegas,1780772082.1026628,1780772083.607745,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
composabl-core-dev,1780772083.607916,1780772084.836641,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
array.prototype.at,1780772084.836885,1780772095.587023,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
stylished-components,1780772095.587376,1780772096.815849,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
springuper-winston-daily-rotate-file,1780772096.816031,1780772098.04623,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-native-videoplayer,1780772098.0464451,1780772099.480586,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780772099.480843,1780772101.220553,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
music-ui,1780772101.2207181,1780772102.756427,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
base,1780772102.756588,1780772104.274167,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
core,1780772104.2744,1780772105.519687,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
general-library-taste,1780772105.519858,1780772106.853034,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
is-arguments,1780772106.8532228,1780772108.1786659,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
regexp.prototype.flags,1780772108.1788301,1780772109.818039,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
lib,1780772109.81827,1780772111.4758,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
html-to-pdf-js,1780772111.4759738,1780772112.893676,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
temp-write,1780772112.8938482,1780772114.223467,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
api,1780772114.223638,1780772115.654984,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
wwwtea,1780772115.655148,1780772116.989812,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
node-redshift,1780772116.98999,1780772118.32981,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vite-plugin-imagemin-vv,1780772118.32999,1780772119.652139,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
cesiumjs,1780772119.652328,1780772120.98325,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
github.com/lxmgo/beego,1780772120.9834812,1780772122.670589,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
github.com/spfl13/pflag,1780772122.6709492,1780772123.978931,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
react-native-gifted-charts-sai,1780772123.979101,1780772125.590837,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-search-autocomplete-v3,1780772125.5910091,1780772127.023784,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
buffer-hor,1780772127.023985,1780772128.782689,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-verification-code-input,1780772128.782901,1780772129.995113,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
gnosis-safe,1780772129.995291,1780772131.325162,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
babel-plugin-transform-export-namespace,1780772131.325334,1780772132.65786,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
stream-chat-react-native-core-tyket,1780772132.6581252,1780772134.198839,2362,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
qrcode.vue,1780772134.1990871,1780772135.8904011,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
rollup-plugin-hotreload,1780772135.890657,1780772137.2646332,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
icons-react,1780772137.264931,1780772138.4937558,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
customs-aloud,1780772138.493919,1780772139.7524521,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
keystores-node,1780772139.752701,1780772141.15544,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vue-i18n,1780772141.1555998,1780772142.469805,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
v3-core,1780772142.469978,1780772143.877242,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
silvercoder45/Mistral-7b-instruct-v0.2-summ-sft-e2m,1780772143.877401,1780772145.1484969,2382,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
okxweb3,1780772145.148736,1780772146.888913,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
babylon-walker,1780772146.889117,1780772148.222338,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
configpp,1780772148.2225149,1780772149.477607,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
alpha-order,1780772149.4777758,1780772150.779634,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-pivottable-secondary,1780772150.779802,1780772151.9067898,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
NbAiLabBeta/nb-whisper-medium,1780772151.9069922,1780772153.186878,2367,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
node-graceful,1780772153.1870441,1780772154.4726121,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-recaptcha-v3,1780772154.472805,1780772155.9070022,2363,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
readline-promises,1780772155.907178,1780772157.232534,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
http-errors-handler,1780772157.232727,1780772159.2794082,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
romanum,1780772159.2795799,1780772161.3283992,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
boaproject-transactions,1780772161.3285718,1780772162.660131,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
sleap,1780772162.660361,1780772164.033589,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
svg-captcha-hhhhhhhhh,1780772164.033762,1780772165.2210188,2361,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-smart-banner-app,1780772165.221196,1780772168.973611,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
exif-js,1780772168.973786,1780772170.850427,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vue-renderer,1780772170.8505988,1780772171.976867,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bimlab.nuke,1780772171.977041,1780772173.411797,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bootstrap-nabtraderedesign,1780772173.4119759,1780772174.508802,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
l1b,1780772174.508978,1780772175.7667341,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
web3-fruit,1780772175.7669141,1780772177.096834,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eth-method-registry,1780772177.097121,1780772178.9397702,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
tsc-watch,1780772178.940017,1780772180.271786,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
aplus,1780772180.271955,1780772181.660288,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
slash2,1780772181.66049,1780772183.0365949,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
weex-dev,1780772183.053789,1780772184.469358,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
blue-jest,1780772184.469557,1780772185.80043,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
pop-jinqu-liji1,1780772185.8007948,1780772187.541651,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
microsoft.faster,1780772187.541844,1780772189.179828,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vue-number-animation,1780772189.1800451,1780772190.5013041,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
crypto,1780772190.5014882,1780772191.8424509,2354,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/xiu/sftp,1780772191.8426251,1780772193.5134878,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
vue-dia,1780772193.5136588,1780772194.8110368,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
language-babel,1780772194.81121,1780772196.143612,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
multer2,1780772196.143845,1780772197.556101,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
js-format-money,1780772197.5563421,1780772198.9084249,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
types,1780772198.908632,1780772200.42521,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
css-unit-conversion,1780772200.4253938,1780772201.6615748,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
ng2-smart-table,1780772201.661748,1780772202.8750248,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
intersock,1780772202.875206,1780772204.232196,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
vue-slider-component-bw,1780772204.232369,1780772205.674784,2358,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mpldatacursor,1780772205.67495,1780772207.202605,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
async-line-reader,1780772207.202776,1780772208.5358138,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
aether-connector-file,1780772208.535994,1780772214.042473,2364,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/xorm-io/builder,1780772214.0426528,1780772216.004116,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
odderon-knex,1780772216.004294,1780772217.3021739,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
eslint-plugin-bdd,1780772217.302378,1780772218.568539,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
github.com/shopsprint/decimal,1780772218.568703,1780772219.9012659,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
posthog-js,1780772219.901443,1780772221.437191,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
serverless-offline,1780772221.4373639,1780772222.871138,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
react-dom-resize-observer,1780772222.871327,1780772224.303684,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-facebook-login-button,1780772224.303922,1780772225.647845,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
discord-selfbot-v12,1780772225.648018,1780772226.9664278,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
dusame-fulfillment-manual,1780772226.966592,1780772228.296489,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
azure-arm-servicefabricmesh-samples-ts-beta,1780772228.296656,1780772231.67656,2366,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
validdocbr,1780772231.6768,1780772233.007472,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-syntax-highlighter,1780772233.007692,1780772234.2351968,2360,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
vue-app,1780772234.235369,1780772236.591103,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
perf-ai-form-recognizer,1780772236.5912828,1780772237.8041978,2359,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
stlintreact,1780772237.804446,1780772239.175246,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
prettier,1780772239.175563,1780772240.440919,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
migg-sessionsvc,1780772240.4411368,1780772241.631338,2356,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
photography-pro-gallery,1780772241.631642,1780772242.877801,2355,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
feast-css,1780772242.877973,1780772244.16803,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
bindist,1780772244.168208,1780772245.460483,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
builde,1780772245.4608698,1780772246.744732,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
mini-css-extract-plugin-celeste-duplex-rocket,1780772246.74493,1780772247.980745,2365,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
react-displays,1780772247.9809542,1780772249.392343,2357,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
mime-helper,1780772249.39258,1780772250.7234828,2353,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
axois,1780772250.723657,1780772252.006334,2352,18,claude-sonnet-4-6,"```json
{""is_typosquat"": true}
```"
corto-ai/nomic-embed-text-v1,1780772252.0065012,1780772253.283082,2367,18,claude-sonnet-4-6,"```json
{""is_typosquat"": false}
```"
